,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind,kind_num,density_num
3464,6.9,0.29,2.05,7.8,0.046,148.0,171.0,high,3.12,0.51,9.6,5,white,0.0,3.0
3465,6.8,0.19,2.04,1.9,0.04,161.0,108.0,low,3.25,0.45,12.9,6,white,0.0,1.0
3466,6.8,0.17,2.04,2.0,0.04,158.0,111.0,low,3.24,0.45,12.9,6,white,0.0,1.0
3467,7.559,0.24,1.35,10.3,0.047,158.0,219.0,very high,3.04,0.45,8.8,5,white,0.0,4.0
3468,6.6,0.16,2.88,1.1,0.031,159.451,93.0,low,3.23,0.34,13.2,8,white,0.0,1.0
3469,7.6,0.22,1.68,12.0,0.056,184.0,143.0,very high,2.99,0.3,9.2,6,white,0.0,4.0
3470,7.685,0.24,2.4,3.85,0.042,157.102,179.0,low,3.04,0.59,11.3,8,white,0.0,1.0
3471,6.8,0.19,2.4,9.85,0.055,165.0,103.0,high,2.98,0.56,10.74,6,white,0.0,3.0
3472,7.419,0.16,2.16,2.0,0.045,146.0,131.0,medium,3.3,0.59,10.5,6,white,0.0,2.0
3473,6.5,0.3,2.16,4.0,0.038,149.11,97.0,low,3.2,0.6,12.6,8,white,0.0,1.0
3474,6.5,0.22,1.14,1.1,0.064,156.0,191.0,medium,3.05,0.5,9.5,6,white,0.0,2.0
3475,6.2,0.357,2.7,10.4,0.06,144.0,184.0,very high,3.31,0.575,9.8,6,white,0.0,4.0
3476,6.2,0.37,1.92,6.1,0.032,175.0,86.0,low,3.04,0.26,13.4,8,white,0.0,1.0
3477,7.6,0.31,1.68,1.8,0.037,183.0,150.0,low,3.05,0.44,11.8,7,white,0.0,1.0
3478,7.585,0.36,2.7,10.4,0.06,142.0,184.0,very high,3.31,0.574,9.8,6,white,0.0,4.0
3479,5.9,0.32,1.96,4.7,0.039,174.0,94.0,low,3.22,0.57,13.1,7,white,0.0,1.0
3480,7.216,0.3,2.16,4.0,0.038,201.0,97.0,low,3.2,0.6,12.6,8,nan,,1.0
3481,5.8,0.22,1.5,1.1,0.047,140.0,131.0,low,3.26,0.45,10.4,5,white,0.0,1.0
3482,7.593,0.45,2.16,6.4,0.033,176.0,102.0,low,3.22,0.27,13.4,8,white,0.0,1.0
3483,6.1,0.36,1.82,8.15,0.035,158.0,88.0,low,3.06,0.27,13.0,7,white,0.0,1.0
3484,6.2,0.37,1.92,6.1,0.032,175.0,86.0,low,3.04,0.26,13.4,8,white,0.0,1.0
3485,7.5,0.21,2.24,4.8,0.056,181.0,113.0,medium,3.11,0.52,10.2,7,white,0.0,2.0
3486,6.9,0.28,1.98,1.2,0.039,155.603,98.0,low,3.07,0.39,11.7,6,white,0.0,1.0
3487,6.5,0.22,1.14,1.1,0.064,156.0,191.0,medium,3.05,0.5,9.5,6,white,0.0,2.0
3488,7.8,0.2,1.2,1.4,0.036,145.0,83.0,low,3.03,0.46,11.7,6,white,0.0,1.0
3489,6.7,0.28,2.48,7.4,0.041,167.0,81.0,medium,3.04,0.47,11.4,8,white,0.0,2.0
3490,7.6,0.31,1.68,1.8,0.037,179.0,150.0,low,3.05,0.44,11.8,7,white,0.0,1.0
3491,8.0,0.2,2.64,1.0,0.057,140.0,111.0,low,3.09,0.32,11.2,6,white,0.0,1.0
3492,6.0,0.28,1.89,15.5,0.036,173.0,134.0,medium,3.19,0.44,13.0,7,white,0.0,2.0
3493,6.0,0.28,1.89,15.5,0.036,173.0,134.0,medium,3.19,0.44,13.0,7,white,0.0,2.0
3494,7.735,0.24,2.16,8.4,0.042,160.0,123.0,medium,3.34,0.52,10.9,6,white,0.0,2.0
3495,6.3,0.394,1.96,2.4,0.042,174.0,102.0,low,3.14,0.37,11.6,7,white,0.0,1.0
3496,6.0,0.24,1.96,3.95,0.038,195.0,134.0,low,3.3,0.54,11.3,7,white,0.0,1.0
3497,7.7,0.43,2.182,5.614,0.032,162.0,164.0,very high,3.29,0.5,12.0,6,white,0.0,4.0
3498,7.436,0.3,2.16,2.0,0.052,140.0,141.0,medium,3.38,0.53,10.5,6,white,0.0,2.0
3499,6.1,0.33,2.1,3.0,0.036,174.0,124.0,low,3.31,0.551,13.1,7,white,0.0,1.0
3500,6.0,0.28,1.89,15.5,0.036,169.0,134.0,medium,3.19,0.44,13.0,7,white,0.0,2.0
3501,6.7,0.24,2.16,8.4,0.042,158.0,123.0,medium,3.34,0.52,10.9,6,white,0.0,2.0
3502,6.7,0.29,2.25,14.3,0.054,132.0,181.0,nan,3.14,0.57,9.1,5,white,0.0,
3503,6.9,0.33,2.17,4.2,0.04,163.0,93.0,low,3.18,0.48,13.4,7,white,0.0,1.0
3504,6.5,0.16,2.38,1.4,0.029,169.0,133.0,low,3.33,0.64,11.5,7,white,0.0,1.0
3505,6.0,0.2,2.24,3.0,0.031,166.0,118.0,low,3.38,0.68,11.2,7,white,0.0,1.0
3506,7.5,0.33,1.68,4.9,0.042,139.0,155.0,medium,3.36,0.57,10.9,6,white,0.0,2.0
3507,7.1,0.36,1.96,2.4,0.036,179.0,115.0,low,3.19,0.44,13.5,7,white,0.0,1.0
3508,7.807,0.29,2.25,14.3,0.054,132.0,181.0,very high,3.14,0.57,9.1,5,white,0.0,4.0
3509,6.4,0.26,1.5,10.7,0.046,188.0,179.0,high,3.17,0.55,9.9,6,white,0.0,3.0
3510,7.0,0.22,1.44,11.0,0.041,193.0,167.0,high,2.98,0.56,10.5,6,white,0.0,3.0
3511,6.5,0.19,1.96,1.4,0.046,164.0,90.0,low,3.18,0.51,11.7,7,white,0.0,1.0
3512,6.3,0.21,1.86,1.2,0.043,148.0,117.0,low,3.49,0.68,11.0,6,white,0.0,1.0
3513,7.9,0.35,1.68,12.9,0.032,127.0,63.0,medium,2.99,0.43,13.0,6,white,0.0,2.0
3514,7.7,0.38,1.38,10.8,0.03,152.0,95.0,low,2.93,0.41,13.6,6,white,0.0,1.0
3515,7.536,0.19,2.31,1.3,0.031,168.0,87.0,low,3.08,0.62,12.3,7,white,0.0,1.0
3516,7.2,0.33,2.38,2.0,0.044,201.0,171.0,low,3.25,0.53,13.3,7,white,0.0,1.0
3517,6.6,0.29,2.03,1.8,0.036,178.0,102.0,low,3.08,0.42,13.7,7,white,0.0,1.0
3518,7.5,0.2,2.05,1.2,0.05,128.0,131.0,low,3.19,0.52,11.1,5,white,0.0,1.0
3519,6.9,0.33,4.34,7.5,0.038,190.0,132.0,low,3.23,0.43,13.4,7,white,0.0,1.0
3520,6.0,0.23,0.75,9.7,0.048,205.0,207.0,high,3.05,0.3,9.1,5,white,0.0,3.0
3521,5.9,0.23,1.68,3.8,0.038,199.0,152.0,low,3.31,0.574,11.3,7,white,0.0,1.0
3522,6.6,0.32,2.05,7.2,0.048,151.0,178.0,high,3.2,0.46,9.4,5,white,0.0,3.0
3523,6.0,0.23,0.75,9.7,0.048,207.0,207.0,high,3.05,0.3,9.1,5,white,0.0,3.0
3524,7.293,0.36,1.62,6.3,0.028,162.0,132.0,low,3.37,0.4,11.6,6,white,0.0,1.0
3525,5.3,0.36,1.62,6.3,0.028,162.0,132.0,low,3.37,0.4,11.6,6,white,0.0,1.0
3526,8.9,0.27,1.68,0.8,0.024,149.0,128.0,low,3.01,0.35,12.4,6,white,0.0,1.0
3527,7.837,0.23,1.74,8.6,0.053,187.0,146.0,high,3.11,0.32,9.8,6,white,0.0,3.0
3528,6.9,0.75,0.52,6.3,0.036,101.0,50.0,medium,3.09,0.579,11.1,4,white,0.0,2.0
3529,7.1,0.35,1.89,3.1,0.034,166.0,134.0,low,3.26,0.38,13.1,7,white,0.0,1.0
3530,7.2,0.31,1.75,7.2,0.046,147.0,178.0,high,3.14,0.53,9.7,5,white,0.0,3.0
3531,6.4,0.28,2.2,7.654,0.048,151.0,179.0,high,3.15,0.48,9.2,5,white,0.0,3.0
3532,7.2,0.23,2.76,6.4,0.036,135.0,85.0,medium,3.1,0.78,11.072,6,white,0.0,2.0
3533,6.6,0.22,1.8,14.7,0.045,166.0,136.0,very high,3.14,0.37,10.6,6,white,0.0,4.0
3534,7.2,0.31,1.75,7.2,0.046,151.0,178.0,high,3.14,0.53,9.7,5,white,0.0,3.0
3535,6.4,0.355,2.2,7.1,0.048,149.0,179.0,high,3.15,0.48,9.2,5,white,0.0,3.0
3536,7.2,0.24,1.68,1.9,0.032,158.0,92.0,low,3.1,0.39,10.9,6,white,0.0,1.0
3537,6.2,0.27,2.35,1.2,0.146,130.0,105.0,low,3.23,0.51,10.1,5,white,0.0,1.0
3538,6.5,0.28,1.75,4.8,0.029,202.0,128.0,low,3.17,0.44,11.093,7,white,0.0,1.0
3539,7.2,0.27,1.86,1.2,0.031,149.0,80.0,low,3.03,0.33,12.7,6,white,0.0,1.0
3540,7.8,0.28,1.5,3.4,0.024,147.0,99.0,low,2.98,0.37,13.0,6,white,0.0,1.0
3541,8.1,0.26,1.62,4.3,0.03,163.0,123.0,low,3.16,0.33,11.2,6,white,0.0,1.0
3542,6.6,0.23,2.22,8.5,0.036,170.0,153.0,high,3.2,0.48,9.4,6,nan,,3.0
3543,6.0,0.33,1.2,1.8,0.031,167.0,159.0,low,3.41,0.53,11.0,6,white,0.0,1.0
3544,6.0,0.33,1.2,1.8,0.031,169.0,159.0,low,3.41,0.53,11.0,6,white,0.0,1.0
3545,7.3,0.2,1.74,19.5,0.039,187.0,237.0,very high,3.1,0.585,9.2,6,nan,,4.0
3546,6.6,0.23,2.22,8.5,0.036,164.0,153.0,high,3.2,0.48,9.4,6,white,0.0,3.0
3547,7.3,0.2,1.74,6.385,0.039,191.0,237.0,very high,3.1,0.48,9.2,6,white,0.0,4.0
3548,6.2,0.47,1.14,8.3,0.029,144.0,142.0,low,3.22,0.45,12.3,6,white,0.0,1.0
3549,6.0,0.33,1.2,1.8,0.031,169.0,159.0,low,3.41,0.53,11.0,6,white,0.0,1.0
3550,7.2,0.14,1.92,1.1,0.022,166.0,116.0,low,3.04,0.67,10.0,6,white,0.0,1.0
3551,5.7,0.22,1.32,16.65,0.044,161.0,110.0,very high,3.24,0.48,9.0,6,white,0.0,4.0
3552,5.7,0.22,1.32,16.65,0.044,153.0,110.0,very high,3.24,0.48,9.0,6,white,0.0,4.0
3553,7.437,0.22,1.32,16.65,0.044,157.0,110.0,very high,3.24,0.48,9.0,6,white,0.0,4.0
3554,7.645,0.2,1.68,0.9,0.023,165.0,87.0,low,2.92,0.36,11.1,6,white,0.0,1.0
3555,5.8,0.14,0.9,6.1,0.042,151.0,123.0,medium,3.06,0.6,9.9,6,white,0.0,2.0
3556,4.8,0.21,1.47,10.2,0.037,159.0,112.0,medium,3.66,0.48,12.2,7,white,0.0,2.0
3557,8.1,0.2,1.68,0.9,0.023,171.0,87.0,low,2.92,0.36,11.1,6,white,0.0,1.0
3558,5.7,0.22,1.32,16.65,0.044,159.0,110.0,nan,3.24,0.48,9.0,6,white,0.0,
3559,7.49,0.34,0.96,3.85,0.031,79.0,34.0,low,3.01,0.36,11.8,4,white,0.0,1.0
3560,7.288,0.64,1.68,4.4,0.032,139.0,78.0,low,3.11,0.62,12.9,6,white,0.0,1.0
3561,7.0,0.371,0.6,4.5,0.05,119.0,86.0,medium,2.86,0.35,9.0,5,white,0.0,2.0
3562,7.6,0.37,2.04,3.2,0.028,164.0,162.0,low,3.01,0.33,12.4,6,white,0.0,1.0
3563,7.0,0.48,0.6,4.5,0.05,121.0,86.0,medium,2.86,0.551,9.0,5,white,0.0,2.0
3564,6.6,0.64,1.68,4.4,0.032,135.0,78.0,low,3.11,0.62,12.9,6,white,0.0,1.0
3565,8.0,0.407,1.62,9.7,0.036,133.0,85.0,medium,2.99,0.36,11.2,6,white,0.0,2.0
3566,7.6,0.38,1.68,7.198,0.029,131.0,112.0,low,3.0,0.41,12.6,6,white,0.0,1.0
3567,6.9,0.26,1.62,4.2,0.031,134.0,80.0,low,3.12,0.39,11.5,6,white,0.0,1.0
3568,7.8,0.15,2.38,1.1,0.035,173.0,93.0,low,3.07,0.72,11.3,7,white,0.0,1.0
3569,7.437,0.25,1.62,9.7,0.036,135.0,85.0,medium,2.99,0.36,11.2,6,white,0.0,2.0
3570,6.9,0.26,1.62,4.2,0.031,140.0,80.0,low,3.12,0.39,11.5,6,white,0.0,1.0
3571,5.9,0.655,0.0,5.6,0.033,88.0,31.0,medium,3.32,0.591,10.5,4,white,0.0,2.0
3572,7.6,0.38,1.68,4.2,0.029,154.414,112.0,low,3.0,0.41,12.6,6,nan,,1.0
3573,7.8,0.31,2.4,1.6,0.027,146.0,87.0,low,3.15,0.48,11.9,6,white,0.0,1.0
3574,8.1,0.17,1.26,1.6,0.036,144.0,119.0,medium,3.18,0.52,10.1,6,white,0.0,2.0
3575,6.8,0.18,1.96,1.1,0.027,178.0,112.0,low,3.15,0.45,11.0,7,white,0.0,1.0
3576,7.4,0.28,1.8,14.6,0.048,135.0,161.0,high,3.14,0.56,10.6,5,white,0.0,3.0
3577,7.3,0.23,1.89,2.6,0.035,177.0,120.0,low,3.04,0.59,11.3,7,white,0.0,1.0
3578,6.7,0.22,0.88,1.2,0.038,83.0,124.0,low,3.1,0.37,11.2,4,white,0.0,1.0
3579,7.4,0.25,1.96,7.25,0.028,158.0,78.0,medium,2.94,0.556,11.5,7,white,0.0,2.0
3580,7.5,0.3,1.05,6.55,0.026,129.0,143.0,medium,2.92,0.35,11.1,5,white,0.0,2.0
3581,7.2,0.26,1.68,7.0,0.023,153.0,130.0,low,3.14,0.49,12.8,7,white,0.0,1.0
3582,7.272,0.32,1.92,1.5,0.037,136.0,76.0,low,3.3,0.46,12.3,6,white,0.0,1.0
3583,7.7,0.24,1.8,1.4,0.041,137.0,102.0,medium,3.26,0.53,10.4,6,white,0.0,2.0
3584,7.769,0.25,1.96,7.25,0.028,150.0,78.0,medium,2.94,0.37,11.5,7,white,0.0,2.0
3585,7.0,0.24,2.45,1.0,0.032,180.0,104.0,low,3.16,0.37,11.7,7,white,0.0,1.0
3586,5.8,0.28,1.96,4.2,0.044,194.0,158.0,low,3.35,0.44,10.7,7,white,0.0,1.0
3587,6.8,0.19,4.26,17.5,0.042,145.0,114.0,very high,2.85,0.5,9.5,6,white,0.0,4.0
3588,6.8,0.381,4.26,17.5,0.042,137.0,114.0,very high,2.85,0.5,9.5,6,white,0.0,4.0
3589,6.8,0.19,4.26,17.5,0.042,147.0,114.0,very high,2.85,0.5,9.5,6,white,0.0,4.0
3590,6.6,0.19,2.45,1.5,0.037,171.0,107.0,low,3.18,0.68,12.0,7,white,0.0,1.0
3591,7.253,0.28,1.8,1.3,0.053,132.0,186.0,low,3.31,0.45,10.8,5,white,0.0,1.0
3592,5.6,0.28,1.89,3.9,0.043,194.0,158.0,low,3.35,0.44,10.7,7,white,0.0,1.0
3593,5.6,0.28,1.96,4.2,0.044,194.0,158.0,low,3.35,0.44,10.7,7,white,0.0,1.0
3594,6.8,0.19,2.24,7.6,0.049,177.0,107.0,medium,3.12,0.44,10.7,7,white,0.0,2.0
3595,7.2,0.16,2.03,1.0,0.031,182.0,123.0,low,3.12,0.4,12.1,7,white,0.0,1.0
3596,6.6,0.39,1.96,1.1,0.034,203.0,108.0,low,3.0,0.563,11.9,7,white,0.0,1.0
3597,6.6,0.19,1.68,11.8,0.042,172.0,137.0,high,3.18,0.37,10.8,6,white,0.0,3.0
3598,5.8,0.2,1.68,1.4,0.033,209.0,169.0,low,3.59,0.56,12.3,7,white,0.0,1.0
3599,6.6,0.39,2.28,5.958,0.053,171.0,226.0,very high,3.3,0.57,9.4,6,white,0.0,4.0
3600,6.8,0.12,1.8,12.9,0.049,150.0,88.0,high,3.2,0.35,9.9,6,white,0.0,3.0
3601,6.6,0.295,1.68,1.6,0.039,163.0,140.0,medium,3.35,0.61,10.4,7,white,0.0,2.0
3602,6.6,0.26,1.44,7.2,0.038,144.0,137.0,high,3.35,0.6,10.4,6,white,0.0,3.0
3603,7.0,0.32,1.89,7.1,0.027,177.0,122.0,low,3.15,0.6,12.6,7,white,0.0,1.0
3604,7.4,0.36,2.261,1.9,0.017,153.0,69.0,low,2.93,0.567,12.5,6,white,0.0,1.0
3605,6.7,0.35,2.4,8.8,0.056,129.0,167.0,high,3.04,0.47,9.4,5,white,0.0,3.0
3606,6.4,0.38,1.2,7.2,0.047,141.0,151.0,high,3.11,0.6,9.2,5,white,0.0,3.0
3607,6.8,0.14,1.08,1.4,0.047,146.0,90.0,low,3.27,0.561,11.2,6,white,0.0,1.0
3608,7.0,0.16,1.5,14.3,0.044,147.0,149.0,very high,2.91,0.46,9.2,6,nan,,4.0
3609,7.0,0.16,1.5,14.3,0.044,141.0,149.0,very high,2.91,0.571,9.2,6,white,0.0,4.0
3610,6.7,0.35,2.4,8.8,0.056,139.0,167.0,high,3.04,0.47,9.4,5,white,0.0,3.0
3611,6.8,0.14,1.08,1.4,0.047,146.0,90.0,low,3.27,0.54,11.2,6,white,0.0,1.0
3612,7.381,0.16,1.872,1.8,0.046,155.0,114.0,low,3.27,0.55,10.8,6,white,0.0,1.0
3613,7.0,0.16,1.5,14.3,0.044,141.0,149.0,very high,2.91,0.46,9.2,6,white,0.0,4.0
3614,6.4,0.38,1.2,7.2,0.047,145.0,151.0,high,3.11,0.6,9.2,5,white,0.0,3.0
3615,7.2,0.24,1.8,1.2,0.037,129.0,95.0,low,2.96,0.36,12.5,6,white,0.0,1.0
3616,7.7,0.32,3.05,11.8,0.041,168.0,188.0,very high,3.0,0.54,9.3,5,white,0.0,4.0
3617,7.0,0.29,1.65,0.9,0.041,118.0,117.0,low,3.21,0.5,11.4,5,white,0.0,1.0
3618,7.1,0.27,1.68,12.6,0.044,190.0,118.0,very high,3.04,0.56,10.0,7,white,0.0,4.0
3619,6.8,0.45,1.68,5.729,0.031,149.0,122.0,very high,3.06,0.42,10.6,6,white,0.0,4.0
3620,6.3,0.2,1.82,4.7,0.04,158.52,168.0,medium,3.07,0.75,10.7,7,white,0.0,2.0
3621,7.1,0.27,1.68,12.6,0.044,184.0,118.0,very high,3.04,0.56,10.0,7,nan,,4.0
3622,7.2,0.24,1.8,1.2,0.037,135.0,95.0,low,2.96,0.36,12.5,6,white,0.0,1.0
3623,6.8,0.45,1.68,7.636,0.031,143.0,122.0,very high,3.06,0.42,11.04,6,white,0.0,4.0
3624,6.6,0.36,1.96,6.1,0.029,154.0,93.0,low,3.19,0.591,12.8,7,white,0.0,1.0
3625,7.7,0.32,3.05,11.8,0.041,164.0,188.0,very high,3.0,0.54,9.3,5,white,0.0,4.0
3626,7.0,0.29,1.65,0.9,0.041,116.0,117.0,low,3.21,0.5,11.4,5,white,0.0,1.0
3627,6.4,0.37,1.0,5.6,0.117,161.0,183.0,medium,3.24,0.43,9.5,5,white,0.0,2.0
3628,6.4,0.38,1.2,5.3,0.117,179.0,181.0,medium,3.24,0.43,9.5,6,white,0.0,2.0
3629,6.4,0.36,1.2,5.7,0.118,179.0,172.0,medium,3.24,0.43,9.5,6,white,0.0,2.0
3630,6.6,0.3,1.5,8.0,0.036,141.0,124.0,medium,3.06,0.38,10.8,6,white,0.0,2.0
3631,6.6,0.3,1.5,8.0,0.036,137.0,124.0,medium,3.06,0.38,10.8,6,white,0.0,2.0
3632,6.5,0.21,3.06,17.6,0.045,154.0,125.0,very high,3.2,0.47,8.8,6,white,0.0,4.0
3633,6.6,0.3,1.5,8.0,0.036,139.0,124.0,medium,3.06,0.38,10.8,6,white,0.0,2.0
3634,7.6,0.31,1.89,8.8,0.021,197.0,156.0,medium,3.08,0.38,11.0,7,white,0.0,2.0
3635,5.8,0.398,0.0,1.5,0.02,153.0,96.0,low,3.29,0.38,12.4,6,white,0.0,1.0
3636,6.5,0.26,2.73,1.4,0.02,157.814,66.0,low,3.25,0.75,11.3,7,white,0.0,1.0
3637,8.7,0.3,2.38,4.8,0.018,161.0,127.0,medium,3.12,0.49,11.2,7,white,0.0,2.0
3638,6.4,0.29,2.24,2.4,0.014,172.0,89.0,low,3.24,0.536,12.5,7,white,0.0,1.0
3639,6.7,0.13,1.92,3.7,0.017,150.0,99.0,medium,3.12,0.44,10.0,6,white,0.0,2.0
3640,6.8,0.19,1.98,4.9,0.047,160.0,130.0,medium,3.12,0.56,11.0,6,white,0.0,2.0
3641,6.0,0.25,2.4,5.7,0.052,182.0,152.0,medium,3.16,0.88,10.5,6,white,0.0,2.0
3642,6.0,0.25,2.4,5.7,0.052,176.0,152.0,medium,3.16,0.88,10.5,6,white,0.0,2.0
3643,6.8,0.19,1.98,4.9,0.047,156.0,130.0,medium,3.12,0.56,11.0,6,white,0.0,2.0
3644,6.4,0.24,1.61,2.0,0.046,166.0,133.0,low,3.12,0.54,11.4,7,white,0.0,1.0
3645,5.9,0.18,1.68,5.1,0.039,174.0,139.0,low,3.16,0.44,11.3,6,white,0.0,1.0
3646,7.2,0.33,1.54,4.5,0.031,150.0,73.0,low,2.97,0.52,12.2,7,white,0.0,1.0
3647,6.4,0.29,1.68,3.2,0.037,169.0,95.0,low,2.9,0.576,12.6,7,white,0.0,1.0
3648,7.3,0.31,1.25,6.65,0.032,130.0,138.0,medium,2.9,0.581,11.1,5,white,0.0,2.0
3649,7.0,0.29,2.22,1.6,0.035,150.0,126.0,low,3.26,0.47,12.3,6,white,0.0,1.0
3650,6.9,0.19,2.4,4.0,0.037,90.0,122.0,medium,2.92,0.59,10.4,4,white,0.0,2.0
3651,6.3,0.32,1.02,17.75,0.06,169.0,190.0,very high,3.13,0.542,8.8,6,white,0.0,4.0
3652,7.655,0.085,1.98,1.4,0.036,139.0,109.0,medium,3.27,0.61,9.5,6,white,0.0,2.0
3653,6.3,0.32,1.02,17.75,0.06,171.0,190.0,very high,3.13,0.48,8.8,6,white,0.0,4.0
3654,7.417,0.18,1.92,7.2,0.047,137.0,109.0,high,3.42,0.44,10.4,6,white,0.0,3.0
3655,6.8,0.52,1.82,5.7,0.038,171.0,130.0,low,3.11,0.27,13.0,7,white,0.0,1.0
3656,7.1,0.28,1.96,8.5,0.03,163.0,191.0,medium,3.16,0.46,12.2,7,white,0.0,2.0
3657,5.7,0.15,3.76,11.4,0.035,158.013,128.0,medium,3.03,0.34,10.5,8,white,0.0,2.0
3658,7.287,0.275,2.1,5.4,0.043,183.0,149.0,medium,3.33,0.42,10.8,7,white,0.0,2.0
3659,5.4,0.53,1.28,2.7,0.036,190.0,128.0,low,3.2,0.53,13.2,8,white,0.0,1.0
3660,7.526,0.389,2.24,4.3,0.032,206.0,115.0,low,3.16,0.57,13.0,8,nan,,1.0
3661,6.7,0.22,2.34,1.2,0.049,144.0,152.0,medium,3.5,0.47,10.0,6,white,0.0,2.0
3662,6.1,0.6,0.48,1.8,0.05,89.0,76.0,medium,3.42,0.48,10.4,4,white,0.0,2.0
3663,6.5,0.369,1.86,1.3,0.034,181.0,145.0,low,3.16,0.54,12.4,6,white,0.0,1.0
3664,5.0,0.29,4.32,5.7,0.035,216.0,155.0,low,3.27,0.586,12.9,8,white,0.0,1.0
3665,7.611,0.53,1.28,2.7,0.036,192.0,128.0,low,3.2,0.53,13.2,8,white,0.0,1.0
3666,6.8,0.21,1.82,11.7,0.038,201.0,152.0,high,3.02,0.56,10.5,7,white,0.0,3.0
3667,7.7,0.32,2.24,4.3,0.032,208.0,115.0,low,3.16,0.57,13.0,8,white,0.0,1.0
3668,6.5,0.27,1.3,11.0,0.03,106.0,82.0,medium,3.07,0.36,11.2,5,white,0.0,2.0
3669,5.9,0.37,2.24,1.6,0.029,175.0,102.0,low,3.41,0.55,12.7,7,white,0.0,1.0
3670,6.2,0.21,1.08,11.6,0.044,179.0,155.0,high,3.14,0.52,9.4,6,white,0.0,3.0
3671,6.8,0.3,2.03,6.2,0.025,171.0,95.0,low,3.03,0.32,12.9,7,white,0.0,1.0
3672,7.579,0.41,2.32,1.8,0.032,190.0,74.0,low,2.96,0.35,13.0,8,white,0.0,1.0
3673,5.4,0.3,2.1,1.2,0.029,173.0,93.0,low,3.31,0.4,10.675,7,white,0.0,1.0
3674,6.6,0.34,1.0,1.0,0.053,126.0,112.0,medium,3.32,0.596,9.1,5,white,0.0,2.0
3675,7.526,0.25,1.14,2.4,0.049,158.0,166.0,low,3.25,0.43,10.4,6,white,0.0,1.0
3676,7.822,0.3,2.1,1.2,0.029,169.0,93.0,low,3.31,0.4,13.6,7,white,0.0,1.0
3677,6.9,0.58,3.48,8.2,0.032,147.0,169.0,medium,3.28,0.594,12.2,6,white,0.0,2.0
3678,7.2,0.23,1.25,18.8,0.085,150.58,111.0,very high,3.1,0.51,8.7,5,white,0.0,4.0
3679,7.1,0.2,1.89,9.6,0.037,155.0,105.0,medium,3.04,0.37,10.5,7,white,0.0,2.0
3680,6.8,0.349,2.46,12.9,0.044,203.5,183.0,very high,3.24,0.78,10.2,6,white,0.0,4.0
3681,7.0,0.22,2.08,9.2,0.027,191.0,122.0,low,3.06,0.34,12.5,8,white,0.0,1.0
3682,6.4,0.16,3.08,1.2,0.051,177.0,122.0,low,3.11,0.75,11.3,7,white,0.0,1.0
3683,6.8,0.15,2.46,12.9,0.044,203.5,183.0,very high,3.24,0.78,10.2,6,white,0.0,4.0
3684,6.8,0.31,2.1,8.0,0.028,175.0,122.0,low,3.13,0.63,12.6,7,white,0.0,1.0
3685,6.8,0.15,2.46,12.9,0.044,199.5,183.0,very high,3.24,0.78,10.2,6,white,0.0,4.0
3686,7.6,0.3,1.85,1.6,0.087,127.0,177.0,medium,3.09,0.5,9.8,5,white,0.0,2.0
3687,6.0,0.16,1.35,12.0,0.03,135.0,98.0,medium,3.15,0.34,10.8,5,white,0.0,2.0
3688,7.1,0.21,2.1,2.5,0.04,159.0,186.0,low,3.32,0.56,12.5,6,white,0.0,1.0
3689,7.0,0.351,2.08,9.2,0.027,195.0,122.0,low,3.06,0.57,12.5,8,white,0.0,1.0
3690,5.6,0.21,1.68,4.4,0.027,151.025,150.0,low,3.3,0.31,11.5,7,white,0.0,1.0
3691,7.4,0.22,1.56,8.8,0.027,139.0,112.0,medium,2.98,0.41,11.4,6,white,0.0,2.0
3692,7.1,0.2,1.89,9.6,0.037,161.0,105.0,medium,3.04,0.37,10.5,7,white,0.0,2.0
3693,6.8,0.31,2.1,8.0,0.028,173.0,122.0,low,3.13,0.63,12.6,7,white,0.0,1.0
3694,7.513,0.23,1.25,18.8,0.085,117.0,111.0,very high,3.1,0.51,10.922,5,white,0.0,4.0
3695,6.4,0.393,2.4,1.3,0.053,179.0,146.0,low,3.17,0.68,11.0,6,white,0.0,1.0
3696,6.4,0.16,3.08,1.2,0.051,149.791,122.0,low,3.11,0.75,11.3,7,white,0.0,1.0
3697,6.8,0.15,2.46,12.9,0.044,195.5,182.0,very high,3.24,0.78,10.2,6,white,0.0,4.0
3698,7.446,0.22,2.04,1.2,0.036,150.0,96.0,low,3.06,0.74,11.6,6,white,0.0,1.0
3699,7.6,0.3,1.85,1.6,0.087,129.0,177.0,medium,3.09,0.562,9.8,5,white,0.0,2.0
3700,7.0,0.3,1.35,1.5,0.076,136.0,145.0,medium,3.1,0.52,10.1,5,white,0.0,2.0
3701,6.6,0.26,1.1,18.15,0.05,119.0,139.0,very high,3.06,0.5,9.2,5,white,0.0,4.0
3702,7.5,0.38,1.86,13.1,0.05,147.286,180.0,very high,3.05,0.588,9.1,6,white,0.0,4.0
3703,7.5,0.24,1.86,13.1,0.05,142.0,180.0,very high,3.05,0.53,9.1,6,white,0.0,4.0
3704,7.5,0.24,1.86,13.1,0.05,146.0,180.0,very high,3.05,0.53,9.1,6,white,0.0,4.0
3705,7.5,0.24,1.86,13.1,0.05,146.0,180.0,very high,3.05,0.53,9.1,6,white,0.0,4.0
