,FA,VA,CA,RS,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
3360,7.1,0.18,3.43,1.3,0.033,146.8341224489796,72.0,1,3.05,0.53,11.3,1
3361,6.4,0.17,1.62,9.9,0.047,142.0,101.0,0,3.34,0.5,9.9,1
3362,7.2,0.22,1.68,7.2,0.06,161.0,132.0,2,3.08,0.59,11.3,1
3363,6.0,0.22,1.68,1.1,0.034,167.0,90.0,1,3.22,0.38,12.6,1
3364,6.0,0.2,1.56,1.1,0.033,156.0,67.0,1,3.14,0.38,11.5,1
3365,7.6,0.2,1.82,4.8,0.033,166.0,76.0,1,2.98,0.49,12.3,1
3366,6.2,0.3,1.8638096026490105,1.1,0.032,151.0,111.0,1,2.97,0.42,12.2,1
3367,6.0,0.29,1.5,1.4,0.033,148.0,114.0,1,3.08,0.43,13.2,1
3368,6.6,0.18,1.68,1.7,0.040999999999999995,173.0,161.0,1,3.13,0.45,10.2,1
3369,7.1831040774234385,0.22,1.96,10.6,0.039,146.8341224489796,117.0,2,3.05,0.55,11.5,1
3370,6.0,0.29,1.5,1.4,0.033,150.0,114.0,1,3.08,0.43,13.2,1
3371,6.2,0.3,1.26,1.1,0.032,151.0,111.0,1,2.97,0.42,12.2,1
3372,5.6,0.15,1.56,5.55,0.051,165.0,139.0,2,3.47,0.5,11.0,1
3373,6.9,0.28,1.8638096026490105,2.1,0.034,189.0,121.0,1,2.98,0.43,13.2,1
3374,5.9,0.19,1.05,1.7,0.045,153.0,135.0,2,3.32,0.44,9.5,0
3375,7.8,0.22,1.56,9.0,0.047,152.0,132.0,3,3.25,0.53,10.2,1
3376,6.6,0.18,1.68,1.7,0.040999999999999995,171.0,161.0,1,3.13,0.45,10.2,1
3377,7.0,0.4,1.5,1.8,0.05,169.0,189.0,1,3.0,0.55,11.4,1
3378,6.1,0.28,2.16,4.7,0.03,216.0,140.0,1,3.16,0.42,12.5,1
3380,6.5,0.28,2.38,3.6,0.04,173.0,121.0,1,3.28,0.48,12.1,1
3381,6.9,0.19,2.45,6.9,0.045,191.0,115.80207972270364,2,3.1,0.44,10.7,1
3382,6.5,0.28,2.38,3.6,0.04,171.0,115.80207972270364,1,3.28,0.48,12.1,1
3383,6.4,0.22,1.92,4.9,0.046,172.0,156.0,2,3.38,0.55,11.2,1
3384,6.8,0.23,1.8,6.95,0.044000000000000004,160.0,115.80207972270364,2,3.25,0.56,10.6,1
3385,6.4,0.32,1.86,1.9,0.037000000000000005,156.0,126.0,1,3.06,0.45,11.8,1
3386,6.1,0.28,2.16,4.7,0.03,216.0,140.0,1,3.16,0.42,12.5,1
3388,8.8,0.39,1.8638096026490105,1.8,0.096,142.0,115.80207972270364,1,2.95,0.54,12.6,1
3389,6.6,0.24,2.1,11.3,0.026000000000000002,151.0,77.0,2,3.13,0.55,12.8,1
3390,6.9,0.29,1.8,8.2,0.026000000000000002,151.0,112.0,1,3.0,0.37,12.3,1
3391,6.9,0.28,2.4,8.3,0.026000000000000002,201.0,113.0,1,2.99,0.38,12.3,1
3392,6.7,0.38,1.56,9.55,0.036000000000000004,155.0,91.0,1,2.98,0.37,12.4,1
3393,8.0,0.28,1.8,8.4,0.03,146.8341224489796,115.0,1,2.93,0.42,12.3,1
3394,6.5,0.25,2.25,7.8,0.048,152.0,188.0,0,3.2,0.53,9.1,0
3395,6.6,0.26,2.3,7.8,0.047,150.0,186.0,0,3.2,0.54,9.1,0
3396,7.1831040774234385,0.29,1.68,10.2,0.032,163.0,115.80207972270364,0,3.1,0.47,10.6,1
3397,6.3,0.19,1.74,5.5,0.042,168.0,189.0,2,3.19,0.47,10.3,1
3398,6.1,0.33,1.6,7.8,0.052000000000000005,150.0,183.0,0,3.39,0.65,9.5,0
3399,5.6,0.32,1.98,7.4,0.037000000000000005,145.0,95.0,2,3.25,0.49,11.1,1
3400,7.7,0.46,1.08,3.3,0.054000000000000006,140.0,115.80207972270364,2,3.12,0.51,10.8,1
3401,8.8,0.19,1.5,5.0,0.027999999999999997,132.0,120.0,2,2.94,0.47,11.2,0
3402,7.7,0.46,1.08,3.3,0.054000000000000006,134.0,143.0,2,3.12,0.51,10.8,1
3403,8.8,0.27,1.25,5.0,0.024,150.0,99.0,2,2.87,0.49,11.4,0
3404,5.8,0.18,1.68,1.3,0.034,127.0,94.0,1,3.21,0.52,11.2,1
3405,5.8,0.15,1.92,1.2,0.037000000000000005,132.0,119.0,1,3.19,0.5,10.2,1
3406,5.6,0.32,1.98,7.4,0.037000000000000005,146.8341224489796,95.0,2,3.25,0.49,11.1,1
3407,6.1,0.33,1.6,7.8,0.052000000000000005,146.8341224489796,183.0,0,3.39,0.65,9.5,0
3408,7.1,0.32,1.8638096026490105,9.9,0.040999999999999995,185.0,115.80207972270364,0,3.12,0.49,10.2,1
3409,6.2,0.23,1.05,0.7,0.051,86.0,115.80207972270364,1,3.37,0.43,11.0,0
3410,8.9,0.3,2.45,4.6,0.032,174.0,148.0,2,3.15,0.45,11.5,1
3411,6.0,0.14,1.02,5.6,0.036000000000000004,163.0,127.0,2,3.05,0.57,9.8,1
3412,6.8,0.24,1.74,9.5,0.042,184.0,115.80207972270364,0,3.11,0.51,10.1,1
3413,6.7,0.21,1.8638096026490105,14.8,0.05,151.0,195.0,3,2.95,0.75,8.8,1
3414,8.9,0.3,2.45,4.6,0.032,176.0,148.0,2,3.15,0.45,11.5,1
3415,6.1,0.3,2.1,2.1,0.031,194.0,115.80207972270364,1,3.39,0.43,12.7,1
3417,6.7,0.64,1.8638096026490105,1.2,0.03,98.0,76.0,1,3.16,0.6,12.9,0
3419,6.1,0.3,2.1,2.1,0.031,190.0,163.0,1,3.39,0.43,12.7,1
3420,7.6,0.28,2.45,20.15,0.06,132.0,145.0,3,3.01,0.44,8.5,0
3421,6.3,0.29,2.24,4.7,0.059000000000000004,186.0,81.0,1,3.24,0.56,12.7,1
3422,6.2,0.28,2.24,4.3,0.026000000000000002,182.0,105.0,1,2.98,0.64,13.1,1
3423,7.1,0.18,1.95,14.5,0.051,148.0,156.0,3,3.35,0.78,9.1,0
3424,6.4,0.32,1.62,4.9,0.034,134.0,122.0,1,3.36,0.71,12.5,1
3425,7.1,0.17,2.4,14.55,0.047,165.0,156.0,3,3.34,0.78,9.1,1
3426,7.1,0.17,2.4,14.55,0.047,171.0,156.0,3,3.34,0.78,9.1,1
3428,6.4,0.32,1.62,4.9,0.034,136.0,122.0,1,3.36,0.71,12.5,1
3429,7.1,0.18,1.95,14.5,0.051,150.0,115.80207972270364,3,3.35,0.78,9.1,0
3430,7.1,0.17,2.4,14.55,0.047,165.0,156.0,3,3.34,0.78,9.1,1
3431,7.1,0.18,2.34,15.25,0.047,169.0,158.0,3,3.34,0.77,9.1,1
3432,7.8,0.29,1.45,3.15,0.044000000000000004,139.0,117.0,1,3.24,0.35,11.5,0
3433,6.2,0.255,1.89,1.3,0.037000000000000005,172.0,86.0,1,3.05,0.59,12.9,1
3434,8.2,0.34,1.74,5.2,0.076,137.0,92.0,1,2.95,0.39,12.5,1
3435,6.5,0.24,1.68,1.1,0.034,146.0,83.0,1,3.25,0.33,12.3,1
3436,6.9,0.24,1.38,7.1,0.040999999999999995,138.0,115.80207972270364,2,3.1,0.85,11.4,1
3437,6.7,0.4,1.8638096026490105,8.8,0.052000000000000005,146.8341224489796,113.0,0,3.22,0.45,9.4,0
3439,6.7,0.4,1.1,8.8,0.052000000000000005,126.0,113.0,0,3.22,0.45,9.4,0
3440,6.8,0.17,1.6,1.4,0.04,135.0,106.0,1,3.16,0.66,12.0,0
3441,7.1,0.25,1.4,1.2,0.04,135.0,111.0,1,3.18,0.53,11.1,0
3442,5.9,0.27,1.89,5.0,0.035,144.0,97.0,1,3.1,0.33,10.487660536156229,1
3443,6.0,0.16,1.32,1.6,0.042,156.0,106.0,1,3.24,0.32,11.4,1
3445,6.6,0.15,2.56,6.0,0.033,217.0,128.0,1,3.19,0.71,12.1,1
3446,7.3,0.34,1.8638096026490105,9.4,0.057,154.0,178.0,0,3.15,0.44,10.4,1
3447,6.0,0.17,1.74,9.7,0.044000000000000004,147.0,98.0,0,3.12,0.36,9.2,1
3448,6.7,0.47,2.03,4.75,0.034,173.0,134.0,1,3.29,0.46,13.0,1
3449,6.6,0.15,2.56,6.0,0.033,225.0,128.0,1,3.19,0.71,12.1,1
3450,6.6,0.21,2.03,5.35,0.028999999999999998,181.0,106.0,1,2.93,0.43,11.5,1
3451,6.6,0.21,2.03,5.35,0.028999999999999998,185.0,106.0,1,2.93,0.43,11.5,1
3452,8.0,0.24,2.4,6.8,0.047,113.0,134.0,0,3.23,0.7,10.0,0
3453,5.6,0.34,1.8638096026490105,6.9,0.038,145.0,89.0,2,3.25,0.49,11.1,1
3454,5.8,0.54,0.0,1.4,0.033,142.0,115.80207972270364,1,3.26,0.35,12.4,0
3455,7.3,0.23,1.8638096026490105,0.9,0.031,145.0,86.0,1,2.9,0.38,12.2,1
3456,6.0,0.39,0.65,1.2,0.042,158.0,172.0,1,3.06,0.52,10.6,0
3457,6.1,0.105,2.17,1.3,0.037000000000000005,199.0,145.0,1,3.41,0.41,11.1,1
3458,5.8,0.32,1.4,2.6,0.027000000000000003,157.0,123.0,1,3.36,0.78,13.9,1
3460,6.8,0.19,2.4,9.85,0.055,161.0,103.0,0,2.98,0.56,10.5,1
3462,6.8,0.17,2.04,2.0,0.04,160.0,111.0,1,3.24,0.45,12.9,1
3463,6.2,0.3,2.17,1.6,0.035,188.0,106.0,1,3.26,0.39,12.9,1
3464,6.9,0.29,2.05,7.8,0.046,152.0,171.0,0,3.12,0.51,9.6,0
3465,6.8,0.19,2.04,1.9,0.04,161.0,108.0,1,3.25,0.45,12.9,1
3466,6.8,0.17,2.04,2.0,0.04,160.0,111.0,1,3.24,0.45,12.9,1
3468,6.6,0.16,2.88,1.1,0.031,181.0,93.0,1,3.23,0.34,13.2,1
3469,0.22,7.6,1.68,12.0,0.055999999999999994,192.0,143.0,3,2.99,0.3,9.2,1
3470,6.7,0.24,2.4,3.85,0.042,265.0,179.0,1,3.04,0.59,11.3,1
3471,6.8,0.19,2.4,9.85,0.055,161.0,103.0,0,2.98,0.56,10.5,1
3472,6.7,0.16,2.16,2.0,0.045,148.0,131.0,2,3.3,0.59,10.5,1
3473,6.5,0.3,2.16,4.0,0.038,197.0,97.0,1,3.2,0.6,12.6,1
3474,6.5,0.22,1.14,1.1,0.064,152.0,191.0,2,3.05,0.5,9.5,1
3475,6.2,0.36,2.7,10.4,0.06,134.0,184.0,3,3.31,0.56,9.8,1
3476,6.2,0.37,1.92,6.1,0.032,181.0,86.0,1,3.04,0.26,13.4,1
3477,7.6,0.31,1.68,1.8,0.037000000000000005,179.0,150.0,1,3.05,0.44,11.8,1
3478,6.2,0.36,2.7,10.4,0.06,146.0,184.0,3,3.31,0.56,9.8,1
3479,5.9,0.32,1.96,4.7,0.039,178.0,94.0,1,3.22,0.57,13.1,1
3480,6.5,0.3,1.8638096026490105,4.0,0.038,195.0,97.0,1,3.2,0.6,12.6,1
3481,5.8,0.22,1.5,1.1,0.047,138.0,115.80207972270364,1,3.26,0.45,10.4,0
3482,5.4,0.45,2.16,6.4,0.033,188.0,115.80207972270364,1,3.22,0.27,13.4,1
3483,6.1,0.36,1.82,8.15,0.035,156.0,88.0,1,3.06,0.27,13.0,1
3484,6.2,0.37,1.92,6.1,0.032,179.0,86.0,1,3.04,0.26,10.487660536156229,1
3485,7.5,0.21,2.24,4.8,0.055999999999999994,177.0,113.0,2,3.11,0.52,10.2,1
3486,6.9,0.28,1.98,1.2,0.039,136.0,98.0,1,3.07,0.39,11.7,1
3487,6.5,0.22,1.14,1.1,0.064,146.8341224489796,115.80207972270364,2,3.05,0.5,9.5,1
3488,7.8,0.2,1.2,1.4,0.036000000000000004,147.0,83.0,1,3.03,0.46,11.7,1
3489,6.7,0.28,2.48,7.4,0.040999999999999995,165.0,81.0,2,3.04,0.47,11.4,1
3490,7.6,0.31,1.68,1.8,0.037000000000000005,175.0,150.0,1,3.05,0.44,11.8,1
3491,8.0,0.2,2.64,1.0,0.057,152.0,115.80207972270364,1,3.09,0.32,11.2,1
3494,6.7,0.24,2.16,8.4,0.042,162.0,123.0,2,3.34,0.52,10.9,1
3495,6.3,0.22,1.96,2.4,0.042,176.0,102.0,1,3.14,0.37,11.6,1
3496,6.0,0.24,1.96,3.95,0.038,199.0,134.0,1,3.3,0.54,11.3,1
3498,6.4,0.3,2.16,2.0,0.052000000000000005,136.0,141.0,2,3.38,0.53,10.5,1
3499,6.1,0.33,2.1,3.0,0.036000000000000004,170.0,124.0,1,3.31,0.4,13.1,1
3500,6.0,0.28,1.89,15.5,0.036000000000000004,173.0,134.0,2,3.19,0.44,13.0,1
3501,6.7,0.24,2.16,8.4,0.042,162.0,123.0,2,3.34,0.52,10.9,1
3502,6.7,0.29,2.25,14.3,0.054000000000000006,130.0,181.0,3,3.14,0.57,9.1,0
3503,6.9,0.33,2.17,4.2,0.04,155.0,93.0,1,3.18,0.48,13.4,1
3504,6.5,0.16,2.38,1.4,0.028999999999999998,171.0,133.0,1,3.33,0.64,11.5,1
3505,6.0,0.2,2.24,3.0,0.031,172.0,118.0,1,3.38,0.68,11.2,1
3506,7.5,0.33,1.68,4.9,0.042,139.0,155.0,2,3.36,0.57,10.9,1
3507,7.1,0.36,1.96,2.4,0.036000000000000004,177.0,115.0,1,3.19,0.44,10.487660536156229,1
3508,6.7,0.29,2.25,14.3,0.054000000000000006,130.0,181.0,3,3.14,0.57,9.1,0
3509,6.4,0.26,1.5,10.7,0.046,188.0,179.0,0,3.17,0.55,9.9,1
3510,7.0,0.22,1.8638096026490105,11.0,0.040999999999999995,193.0,167.0,0,2.98,0.56,10.5,1
3511,6.5,0.19,1.96,1.4,0.046,162.0,90.0,1,3.18,0.51,11.7,1
3512,7.1831040774234385,0.21,1.86,1.2,0.043,150.0,117.0,1,3.49,0.68,11.0,1
3513,7.9,0.35,1.8638096026490105,12.9,0.032,133.0,63.0,2,2.99,0.43,13.0,1
3514,7.7,0.38,1.38,10.8,0.03,150.0,95.0,1,2.93,0.41,13.6,1
3515,6.8,0.19,2.31,1.3,0.031,162.0,87.0,1,3.08,0.62,12.3,1
3516,7.2,0.33,2.38,2.0,0.044000000000000004,203.0,171.0,1,3.25,0.53,13.3,1
3517,6.6,0.29,2.03,1.8,0.036000000000000004,178.0,102.0,1,3.08,0.42,13.7,1
3518,7.5,0.2,2.05,1.2,0.05,126.0,131.0,1,3.19,0.52,11.1,0
3519,6.9,0.33,1.8638096026490105,7.5,0.038,186.0,132.0,1,3.23,0.43,13.4,1
3521,5.9,0.23,1.68,3.8,0.038,203.0,152.0,1,3.31,0.5,11.3,1
3522,6.6,0.32,2.05,7.2,0.048,151.0,178.0,0,3.2,0.46,9.4,0
3524,5.3,0.36,1.62,6.3,0.027999999999999997,164.0,132.0,1,3.37,0.4,11.6,1
3525,5.3,0.36,1.62,6.3,0.027999999999999997,158.0,132.0,1,3.37,0.4,11.6,1
3526,8.9,0.27,1.68,0.8,0.024,153.0,128.0,1,3.01,0.35,12.4,1
3527,7.6,0.23,1.74,8.6,0.053,185.0,115.80207972270364,0,3.11,0.32,9.8,1
3528,6.9,0.75,0.52,6.3,0.036000000000000004,99.0,50.0,2,3.09,0.25,11.1,0
3530,7.2,0.31,1.75,7.2,0.046,145.0,178.0,0,3.14,0.53,9.7,0
3531,6.4,0.28,2.2,7.1,0.048,149.0,179.0,0,3.15,0.48,9.2,0
3532,7.2,0.23,2.76,6.4,0.036000000000000004,133.0,85.0,2,3.1,0.78,11.7,1
3533,6.6,0.22,1.8638096026490105,14.7,0.045,146.8341224489796,136.0,3,3.14,0.37,10.6,1
3534,7.2,0.31,1.75,7.2,0.046,141.0,178.0,0,3.14,0.53,9.7,0
3535,6.4,0.28,2.2,7.1,0.048,146.8341224489796,179.0,0,3.15,0.48,9.2,0
3536,7.1831040774234385,0.24,1.68,5.443836575875507,0.032,148.0,115.80207972270364,1,3.1,0.39,10.9,1
3537,6.2,0.27,2.35,1.2,0.146,126.0,115.80207972270364,1,3.23,0.51,10.1,0
3538,6.5,0.28,1.75,4.8,0.028999999999999998,192.0,128.0,1,3.17,0.44,12.2,1
3539,7.2,0.27,1.86,1.2,0.031,149.0,80.0,1,3.03,0.33,12.7,1
3540,7.8,0.28,1.5,3.4,0.024,143.0,115.80207972270364,1,2.98,0.37,13.0,1
3541,8.1,0.26,1.62,4.3,0.03,157.0,123.0,1,3.16,0.33,11.2,1
3542,6.6,0.23,2.22,8.5,0.036000000000000004,168.0,153.0,0,3.2,0.48,9.4,1
3543,6.0,0.33,1.2,1.8,0.031,171.0,159.0,1,3.41,0.53,11.0,1
3544,0.33,6.0,1.2,1.8,0.031,169.0,159.0,1,3.41,0.53,11.0,1
3546,6.6,0.23,2.22,8.5,0.036000000000000004,166.0,153.0,0,3.2,0.48,9.4,1
3548,6.2,0.47,1.14,8.3,0.028999999999999998,146.0,142.0,1,3.22,0.45,12.3,1
3549,6.0,0.33,1.2,1.8,0.031,175.0,159.0,1,3.41,0.53,11.0,1
3550,7.1831040774234385,0.14,1.8638096026490105,1.1,0.022000000000000002,166.0,116.0,1,3.04,0.67,10.0,1
3551,5.7,0.22,1.8638096026490105,16.65,0.044000000000000004,159.0,110.0,3,3.24,0.48,9.0,1
3552,5.7,0.22,1.32,16.65,0.044000000000000004,163.0,110.0,3,3.24,0.48,9.0,1
3553,5.7,0.22,1.32,16.65,0.044000000000000004,163.0,110.0,3,3.24,0.48,10.487660536156229,1
3554,8.1,0.2,1.68,0.9,0.023,171.0,87.0,1,2.92,0.36,11.1,1
3556,4.8,0.21,1.47,10.2,0.037000000000000005,151.0,112.0,2,3.66,0.48,12.2,1
3557,8.1,0.2,1.68,0.9,0.023,167.0,87.0,1,2.92,0.36,11.1,1
3558,5.7,0.22,1.32,16.65,0.044000000000000004,159.0,110.0,3,3.24,0.48,9.0,1
3559,7.5,0.34,0.96,3.85,0.031,87.0,34.0,1,3.01,0.36,11.8,0
3560,6.6,0.64,1.68,4.4,0.032,139.0,78.0,1,3.11,0.62,12.9,1
3561,7.0,0.48,0.6,4.5,0.05,123.0,86.0,2,2.86,0.35,9.0,0
3562,7.6,0.37,2.04,3.2,0.027999999999999997,162.0,162.0,1,3.01,0.33,12.4,1
3563,7.0,0.48,0.6,4.5,0.05,123.0,86.0,2,2.86,0.35,9.0,0
3564,6.6,0.64,1.68,4.4,0.032,143.0,115.80207972270364,1,3.11,0.62,12.9,1
3565,8.0,0.25,1.62,9.7,0.036000000000000004,135.0,85.0,2,2.99,0.36,11.2,1
3566,7.6,0.38,1.68,4.2,0.028999999999999998,129.0,112.0,1,3.0,0.41,12.6,1
3567,6.9,0.26,1.62,4.2,0.031,142.0,80.0,1,3.12,0.39,11.5,1
3568,7.8,0.15,2.38,1.1,0.035,163.0,93.0,1,3.07,0.72,11.3,1
3569,8.0,0.25,1.62,9.7,0.036000000000000004,146.8341224489796,85.0,2,2.99,0.36,11.2,1
3570,6.9,0.26,1.8638096026490105,4.2,0.031,142.0,80.0,1,3.12,0.39,11.5,1
3571,5.9,0.655,0.0,5.6,0.033,86.0,31.0,2,3.32,0.51,10.5,0
3572,7.6,0.38,1.68,4.2,0.028999999999999998,127.0,112.0,1,3.0,0.41,12.6,1
3573,7.8,0.31,2.4,1.6,0.027000000000000003,144.0,87.0,1,3.15,0.48,11.9,1
3574,8.1,0.17,1.26,1.6,0.036000000000000004,144.0,119.0,2,3.18,0.52,10.1,1
3575,6.8,0.18,1.96,1.1,0.027000000000000003,172.0,112.0,1,3.15,0.45,11.0,1
3576,7.4,0.28,1.8,14.6,0.048,135.0,161.0,0,3.14,0.56,10.6,0
3577,7.3,0.23,1.89,2.6,0.035,179.0,120.0,1,3.04,0.59,11.3,1
3578,6.7,0.22,0.88,1.2,0.038,85.0,124.0,1,3.1,0.37,11.2,0
3579,7.4,0.25,1.96,7.25,0.027999999999999997,150.0,78.0,2,2.94,0.37,11.5,1
3580,7.5,0.3,1.05,6.55,0.026000000000000002,135.0,143.0,2,2.92,0.35,11.1,0
3581,7.2,0.26,1.68,7.0,0.023,153.0,130.0,1,3.14,0.49,12.8,1
3582,6.3,0.32,1.92,1.5,0.037000000000000005,132.0,76.0,1,3.3,0.46,12.3,1
3583,7.7,0.24,1.8,1.4,0.040999999999999995,139.0,102.0,2,3.26,0.53,10.4,1
3584,7.4,0.25,1.96,7.25,0.027999999999999997,152.0,115.80207972270364,2,2.94,0.37,11.5,1
3585,7.0,0.24,2.45,1.0,0.032,182.0,104.0,1,3.16,0.37,11.7,1
3586,5.8,0.28,1.96,4.2,0.044000000000000004,190.0,115.80207972270364,1,3.35,0.44,10.7,1
3587,6.8,0.19,4.26,17.5,0.042,139.0,114.0,3,2.85,0.5,9.5,1
3588,7.1831040774234385,0.19,4.26,17.5,0.042,141.0,114.0,3,2.85,0.5,9.5,1
3589,0.19,6.8,4.26,17.5,0.042,143.0,114.0,3,2.85,0.5,9.5,1
3590,6.6,0.19,2.45,1.5,0.037000000000000005,175.0,107.0,1,3.18,0.68,12.0,1
3592,5.6,0.28,1.89,3.9,0.043,192.0,158.0,1,3.35,0.44,10.7,1
3594,6.8,0.19,2.24,5.443836575875507,0.049,177.0,107.0,2,3.12,0.44,10.7,1
3595,7.2,0.16,2.03,1.0,0.031,178.0,123.0,1,3.12,0.4,12.1,1
3596,6.6,0.17,1.96,1.1,0.034,199.0,108.0,1,3.0,0.52,11.9,1
3597,6.6,0.19,1.68,11.8,0.042,174.0,137.0,0,3.18,0.37,10.8,1
3598,5.8,0.2,1.68,1.4,0.033,203.0,169.0,1,3.59,0.56,12.3,1
3600,6.8,0.12,1.8,12.9,0.049,148.0,88.0,0,3.2,0.35,9.9,1
3601,6.6,0.295,1.68,1.6,0.039,175.0,140.0,2,3.35,0.61,10.4,1
3602,6.6,0.26,1.44,7.2,0.038,146.8341224489796,137.0,0,3.35,0.6,10.4,1
3603,7.0,0.32,1.89,7.1,0.027000000000000003,177.0,122.0,1,3.15,0.6,12.6,1
3604,7.4,0.36,1.38,1.9,0.017,155.0,69.0,1,2.93,0.36,12.5,1
3605,6.7,0.35,2.4,8.8,0.055999999999999994,131.0,167.0,0,3.04,0.47,9.4,0
3606,6.4,0.38,1.2,7.2,0.047,141.0,151.0,0,3.11,0.6,9.2,0
3607,6.8,0.14,1.08,1.4,0.047,148.0,90.0,1,3.27,0.54,11.2,1
3608,7.0,0.16,1.5,5.443836575875507,0.044000000000000004,147.0,149.0,3,2.91,0.46,9.2,1
3609,7.0,0.16,1.5,14.3,0.044000000000000004,151.0,149.0,3,2.91,0.46,9.2,1
3610,6.7,0.35,2.4,8.8,0.055999999999999994,135.0,167.0,0,3.04,0.47,9.4,0
3611,6.8,0.14,1.08,1.4,0.047,148.0,90.0,1,3.27,0.54,11.2,1
3612,6.8,0.16,1.08,1.8,0.046,147.0,114.0,1,3.27,0.55,10.8,1
3613,7.0,0.16,1.5,14.3,0.044000000000000004,147.0,149.0,3,2.91,0.46,10.487660536156229,1
3614,6.4,0.38,1.2,7.2,0.047,139.0,151.0,0,3.11,0.6,9.2,0
3615,7.2,0.24,1.8,1.2,0.037000000000000005,131.0,115.80207972270364,1,2.96,0.36,12.5,1
3616,7.7,0.32,3.05,11.8,0.040999999999999995,170.0,188.0,3,3.0,0.54,9.3,0
3618,7.1,0.27,1.68,12.6,0.044000000000000004,186.0,118.0,3,3.04,0.56,10.0,1
3619,6.8,0.45,1.68,26.05,0.031,145.0,122.0,3,3.06,0.42,10.6,1
3620,6.3,0.2,1.82,4.7,0.04,246.0,168.0,2,3.07,0.75,10.7,1
3621,7.1,0.27,1.68,12.6,0.044000000000000004,188.0,118.0,3,3.04,0.56,10.0,1
3622,7.2,0.24,1.8,1.2,0.037000000000000005,133.0,95.0,1,2.96,0.36,12.5,1
3623,6.8,0.45,1.68,26.05,0.031,145.0,122.0,3,3.06,0.42,10.6,1
3624,6.6,0.36,1.96,6.1,0.028999999999999998,152.0,93.0,1,3.19,0.27,12.8,1
3625,7.7,0.32,3.05,11.8,0.040999999999999995,166.0,188.0,3,3.0,0.54,9.3,0
3626,7.0,0.29,1.65,0.9,0.040999999999999995,116.0,117.0,1,3.21,0.5,11.4,0
3627,6.4,0.37,1.0,5.6,0.11699999999999999,165.0,183.0,2,3.24,0.43,9.5,0
3628,6.4,0.38,1.2,5.3,0.11699999999999999,175.0,115.80207972270364,2,3.24,0.43,9.5,1
3629,6.4,0.36,1.2,5.7,0.11800000000000001,185.0,115.80207972270364,2,3.24,0.43,9.5,1
3630,6.6,0.3,1.5,8.0,0.036000000000000004,141.0,124.0,2,3.06,0.38,10.8,1
3631,6.6,0.3,1.5,8.0,0.036000000000000004,147.0,124.0,2,3.06,0.38,10.8,1
3632,6.5,0.21,3.06,17.6,0.045,146.8341224489796,125.0,3,3.2,0.47,8.8,1
3633,6.6,0.3,1.5,8.0,0.036000000000000004,141.0,124.0,2,3.06,0.38,10.8,1
3634,7.6,0.31,1.8638096026490105,8.8,0.021,193.0,156.0,2,3.08,0.38,11.0,1
3635,5.8,0.58,0.0,1.5,0.02,159.0,96.0,1,3.29,0.38,12.4,1
3636,6.5,0.26,2.73,1.4,0.02,152.0,115.80207972270364,1,3.25,0.75,11.3,1
3637,8.7,0.3,2.38,4.8,0.018000000000000002,163.0,127.0,2,3.12,0.49,11.2,1
3638,6.4,0.29,2.24,2.4,0.013999999999999999,174.0,89.0,1,3.24,0.66,12.5,1
3639,6.7,0.13,1.92,3.7,0.017,150.0,115.80207972270364,2,3.12,0.44,10.0,1
3640,6.8,0.19,1.98,4.9,0.047,168.0,130.0,2,3.12,0.56,11.0,1
3641,6.0,0.25,2.4,5.7,0.052000000000000005,176.0,152.0,2,3.16,0.88,10.5,1
3642,6.0,0.25,2.4,5.7,0.052000000000000005,172.0,152.0,2,3.16,0.88,10.5,1
3643,6.8,0.19,1.98,4.9,0.047,162.0,130.0,2,3.12,0.56,11.0,1
3644,6.4,0.24,1.61,2.0,0.046,172.0,133.0,1,3.12,0.54,11.4,1
3645,5.9,0.18,1.68,5.1,0.039,170.0,139.0,1,3.16,0.44,11.3,1
3646,7.2,0.33,1.54,4.5,0.031,150.0,73.0,1,2.97,0.52,12.2,1
3647,6.4,0.29,1.68,3.2,0.037000000000000005,171.0,95.0,1,2.9,0.66,12.6,1
3648,7.3,0.31,1.25,6.65,0.032,128.0,138.0,2,2.9,0.37,11.1,0
3649,7.0,0.29,1.8638096026490105,1.6,0.035,154.0,126.0,1,3.26,0.47,12.3,1
3650,6.9,0.19,2.4,4.0,0.037000000000000005,84.0,122.0,2,2.92,0.59,10.4,0
3651,7.1831040774234385,0.32,1.02,17.75,0.06,173.0,190.0,3,3.13,0.48,8.8,1
3652,6.6,0.085,1.8638096026490105,1.4,0.036000000000000004,137.0,109.0,2,3.27,0.61,9.5,1
3653,6.3,0.32,1.02,17.75,0.06,167.0,190.0,3,3.13,0.48,8.8,1
3654,6.8,0.18,1.92,7.2,0.047,135.0,109.0,0,3.42,0.44,10.4,1
3655,6.8,0.52,1.82,5.7,0.038,171.0,115.80207972270364,1,3.11,0.27,13.0,1
3656,7.1,0.28,1.96,8.5,0.03,165.0,191.0,2,3.16,0.46,12.2,1
3657,5.7,0.15,3.76,11.4,0.035,211.0,115.80207972270364,2,3.03,0.34,10.5,1
3658,5.8,0.275,2.1,5.4,0.043,187.0,149.0,2,3.33,0.42,10.8,1
3659,5.4,0.53,1.28,2.7,0.036000000000000004,202.0,128.0,1,3.2,0.53,13.2,1
3660,5.8,0.32,2.24,4.3,0.032,208.0,115.0,1,3.16,0.57,13.0,1
