fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
6.2,0.39,1.68,4.8,0.037,185.0,138.0,1.0,3.23,0.43,11.2,7,0.0
6.2,0.39,1.68,4.8,0.037,177.0,138.0,1.0,3.23,0.43,11.2,7,0.0
7.1,0.37,1.8,6.2,0.04,171.0,139.0,1.0,3.17,0.27,13.6,6,0.0
6.5,0.33,2.1,3.8,0.036,172.0,88.0,1.0,3.25,0.63,12.5,7,0.0
7.2,0.25,1.92,1.5,0.054,140.0,105.0,1.0,3.17,0.48,11.1,6,0.0
6.2,0.39,1.68,4.8,0.037,179.0,138.0,1.0,3.23,0.43,11.2,7,0.0
4.7,0.455,1.26,1.9,0.036,179.0,106.0,1.0,3.21,0.83,14.0,7,0.0
7.1,0.37,1.8,6.2,0.04,171.0,139.0,1.0,3.17,0.27,13.6,6,0.0
6.2,0.28,2.55,7.9,0.056,155.0,206.0,3.0,3.18,0.52,9.4,5,0.0
6.6,0.31,1.68,1.4,0.035,148.0,107.0,1.0,3.0,0.4,13.2,6,0.0
7.4,0.25,2.22,2.6,0.05,144.0,132.0,1.0,3.04,0.53,11.2,6,0.0
7.3,0.36,1.7,14.8,0.057,148.0,173.0,4.0,3.14,0.57,10.2,5,0.0
6.7,0.31,2.1,2.4,0.038,172.0,83.0,1.0,3.09,0.36,12.8,7,0.0
8.6,0.31,1.5,0.9,0.045,114.0,109.0,2.0,2.95,0.39,10.1,5,0.0
8.6,0.31,1.5,0.9,0.045,116.0,109.0,2.0,2.95,0.39,10.1,5,0.0
8.6,0.22,1.65,1.2,0.031,138.0,95.0,2.0,2.83,0.31,10.3,5,0.0
6.9,0.14,1.74,9.9,0.056,146.0,91.0,3.0,3.19,0.33,9.9,6,0.0
6.5,0.22,1.55,3.9,0.046,119.0,106.0,1.0,3.15,0.31,11.5,5,0.0
6.6,0.32,2.35,15.6,0.063,127.0,173.0,4.0,3.18,0.56,9.0,5,0.0
6.6,0.32,2.35,15.6,0.063,129.0,173.0,4.0,3.18,0.56,9.0,5,0.0
6.1,0.28,1.56,1.5,0.03,143.0,101.0,1.0,3.03,0.41,12.1,6,0.0
6.2,0.3,1.68,1.6,0.036,150.0,106.0,1.0,3.14,0.41,13.3,6,0.0
8.7,0.31,0.84,5.6,0.039,110.0,67.0,2.0,2.96,0.52,11.0,4,0.0
7.3,0.27,1.8,1.3,0.04,148.0,84.0,1.0,3.28,0.53,10.7,6,0.0
7.0,0.46,1.0,16.7,0.046,154.0,184.0,4.0,3.08,0.56,9.4,5,0.0
5.7,0.23,1.5,7.95,0.042,138.0,108.0,2.0,3.44,0.61,10.3,6,0.0
6.5,0.36,1.8,6.7,0.185,151.5,151.0,3.0,3.17,0.42,9.3,5,0.0
8.2,0.18,2.28,1.1,0.04,165.0,92.0,1.0,2.88,0.6,12.0,6,0.0
6.2,0.27,1.92,6.3,0.048,165.0,159.0,2.0,3.21,0.6,11.0,6,0.0
6.9,0.4,1.85,8.9,0.053,140.0,148.0,3.0,3.16,0.5,9.3,5,0.0
4.9,0.345,1.7,1.0,0.068,128.0,143.0,1.0,3.24,0.4,10.1,5,0.0
7.2,0.23,2.34,1.5,0.053,152.0,106.0,1.0,3.18,0.47,11.1,6,0.0
6.4,0.2,0.9,6.6,0.046,146.0,113.0,2.0,2.99,0.58,9.9,6,0.0
6.1,0.27,1.92,6.2,0.048,165.0,161.0,2.0,3.22,0.6,11.0,6,0.0
6.2,0.27,1.92,6.3,0.048,165.0,159.0,2.0,3.21,0.6,11.0,6,0.0
6.0,0.3,1.98,2.1,0.042,151.0,127.0,1.0,3.32,0.42,12.5,6,0.0
6.1,0.3,2.24,2.2,0.042,181.0,142.0,1.0,3.31,0.44,12.7,7,0.0
5.7,0.14,1.5,5.4,0.045,124.0,105.0,2.0,3.32,0.45,9.3,5,0.0
6.9,0.4,1.85,8.9,0.053,144.0,148.0,3.0,3.16,0.5,9.3,5,0.0
4.9,0.345,1.7,1.0,0.068,126.0,143.0,1.0,3.24,0.4,10.1,5,0.0
6.3,0.33,1.0,17.9,0.066,138.0,161.0,4.0,3.14,0.51,8.8,5,0.0
7.0,0.16,1.8,2.6,0.043,158.0,90.0,1.0,2.88,0.47,11.2,6,0.0
8.4,0.22,2.1,1.3,0.038,185.0,122.0,1.0,3.13,0.54,10.8,7,0.0
6.3,0.33,1.0,17.9,0.066,138.0,161.0,4.0,3.14,0.51,8.8,5,0.0
7.0,0.16,1.8,2.6,0.043,158.0,90.0,1.0,2.88,0.47,11.2,6,0.0
5.4,0.24,0.9,2.3,0.05,122.0,145.0,1.0,3.24,0.46,10.3,5,0.0
7.7,0.31,1.8,4.3,0.026,117.0,87.0,1.0,3.11,0.48,12.0,5,0.0
5.6,0.185,1.14,7.1,0.048,158.0,110.0,2.0,3.26,0.41,9.5,6,0.0
5.6,0.185,1.14,7.1,0.048,160.0,110.0,2.0,3.26,0.41,9.5,6,0.0
6.6,0.43,1.44,11.9,0.04,174.0,159.0,3.0,3.14,0.54,9.8,6,0.0
7.6,0.39,2.3,11.7,0.084,153.0,170.0,4.0,2.91,0.51,9.0,5,0.0
7.2,0.58,1.89,5.8,0.032,182.0,118.0,1.0,3.17,0.53,13.0,7,0.0
6.0,0.34,2.24,3.8,0.044,155.0,116.0,1.0,3.39,0.44,11.8,7,0.0
7.5,0.35,2.4,12.4,0.056,161.0,176.5,4.0,2.97,0.52,8.8,5,0.0
7.3,0.38,0.92,6.5,0.05,96.0,102.0,2.0,3.1,0.55,11.2,4,0.0
5.4,0.185,1.14,7.1,0.048,154.0,110.0,2.0,3.26,0.41,9.5,6,0.0
6.3,0.27,2.04,7.6,0.049,109.0,200.0,3.0,3.16,0.54,9.4,4,0.0
6.5,0.29,3.12,7.9,0.049,153.0,192.0,3.0,3.16,0.51,9.5,6,0.0
6.4,0.17,1.8,2.8,0.034,157.0,125.0,1.0,3.03,0.49,10.4,6,0.0
6.7,0.18,2.17,10.6,0.035,186.0,143.0,3.0,3.08,0.49,9.8,7,0.0
6.4,0.17,1.8,2.8,0.034,155.0,125.0,1.0,3.03,0.49,10.4,6,0.0
6.8,0.37,4.02,1.5,0.175,132.0,98.0,2.0,3.06,0.56,10.3,6,0.0
6.3,0.27,2.04,7.6,0.049,117.0,200.0,3.0,3.16,0.54,9.4,4,0.0
6.1,0.24,1.82,1.7,0.033,201.0,134.0,1.0,3.19,0.81,11.9,7,0.0
7.0,0.32,2.03,7.6,0.025,171.0,124.0,1.0,3.15,0.65,12.8,7,0.0
6.9,0.27,1.5,7.5,0.03,140.0,117.0,1.0,3.09,0.38,13.0,6,0.0
6.5,0.29,3.71,1.7,0.04,181.0,115.61731664259348,1.0,3.26,0.59,10.4,7,0.0
6.5,0.29,3.12,1.7,0.034,163.0,193.0,1.0,3.25,0.59,10.4,6,0.0
6.1,0.22,1.25,12.1,0.035,154.0,135.0,2.0,3.21,0.4,10.7,5,0.0
6.1,0.24,1.82,1.7,0.033,199.0,134.0,1.0,3.19,0.81,11.9,7,0.0
5.6,0.23,1.5,8.0,0.043,153.0,101.0,2.0,3.19,0.42,10.4,6,0.0
7.0,0.32,2.03,7.6,0.025,181.0,124.0,1.0,3.15,0.65,12.8,7,0.0
6.8,0.11,1.62,8.6,0.044,163.0,104.0,2.0,3.2,0.37,9.9,6,0.0
6.8,0.11,1.62,8.6,0.044,167.0,104.0,2.0,3.2,0.37,9.9,6,0.0
7.3,0.23,2.46,14.6,0.048,191.0,223.0,4.0,3.16,0.71,9.4,6,0.0
6.1,0.2,1.02,1.6,0.048,162.0,129.0,1.0,3.3,0.43,11.4,6,0.0
6.8,0.11,1.62,8.6,0.044,163.0,104.0,2.0,3.2,0.37,9.9,6,0.0
7.3,0.23,2.46,14.6,0.048,195.0,223.0,4.0,3.16,0.71,9.4,6,0.0
6.9,0.2,2.05,1.1,0.06,130.0,104.0,2.0,2.99,0.39,9.2,5,0.0
6.7,0.19,2.24,3.7,0.041,168.0,76.0,1.0,2.9,0.57,10.5,7,0.0
6.7,0.28,2.38,8.9,0.048,178.0,111.0,2.0,3.25,0.54,11.0,7,0.0
6.7,0.28,2.38,8.9,0.048,172.0,111.0,2.0,3.25,0.54,11.0,7,0.0
8.0,0.37,1.55,4.7,0.038,107.0,127.0,1.0,2.9,0.72,12.1,5,0.0
6.7,0.28,2.38,8.9,0.048,166.0,111.0,2.0,3.25,0.54,11.0,7,0.0
6.0,0.26,2.03,3.1,0.041,177.0,144.0,1.0,3.22,0.39,12.8,7,0.0
6.4,0.24,2.94,5.8,0.053,149.0,120.0,2.0,3.01,0.98,10.5,6,0.0
6.4,0.24,2.94,5.8,0.053,147.0,120.0,2.0,3.01,0.98,10.5,6,0.0
6.4,0.24,2.94,5.8,0.053,149.0,120.0,2.0,3.01,0.98,10.5,6,0.0
6.4,0.25,2.85,1.0,0.062,123.0,122.0,2.0,3.0,0.4,9.5,5,0.0
6.1,0.25,2.88,15.8,0.052,149.0,94.0,4.0,3.07,0.45,9.2,6,0.0
6.8,0.14,2.1,1.5,0.047,160.0,117.0,1.0,3.07,0.72,11.1,6,0.0
6.5,0.38,1.82,5.2,0.042,173.0,112.0,1.0,3.06,0.5,12.3,7,0.0
6.8,0.14,2.1,1.5,0.047,164.0,117.0,1.0,3.07,0.72,11.1,6,0.0
5.4,0.15,1.92,2.5,0.037,130.0,51.0,1.0,3.04,0.58,12.6,6,0.0
6.4,0.25,2.85,1.0,0.062,119.0,122.0,2.0,3.0,0.4,9.5,5,0.0
6.1,0.25,2.88,15.8,0.052,143.0,94.0,4.0,3.07,0.45,9.2,6,0.0
6.8,0.22,1.92,5.9,0.054,154.0,152.0,2.0,3.2,0.57,10.8,6,0.0
7.2,0.21,1.74,3.1,0.044,155.0,122.0,1.0,3.0,0.6,11.3,6,0.0
6.0,0.26,2.03,3.1,0.041,179.0,144.0,1.0,3.22,0.39,12.8,7,0.0
6.4,0.24,2.94,5.8,0.053,145.0,120.0,2.0,3.01,0.98,10.5,6,0.0
6.5,0.18,2.88,18.0,0.054,176.0,183.0,4.0,2.98,0.61,8.5,6,0.0
6.2,0.32,0.6,4.8,0.054,104.0,97.0,2.0,3.16,0.5,9.3,5,0.0
7.2,0.4,1.2,8.5,0.055,143.0,151.0,3.0,3.2,0.52,9.2,5,0.0
5.9,0.23,1.44,1.6,0.037,154.0,115.0,1.0,3.21,0.51,11.4,6,0.0
6.4,0.18,2.88,18.0,0.054,174.0,183.0,4.0,2.98,0.61,8.5,6,0.0
6.2,0.32,0.6,4.8,0.054,110.0,97.0,2.0,3.16,0.5,9.3,5,0.0
6.4,0.37,0.48,5.9,0.056,88.0,91.0,3.0,3.06,0.46,8.4,4,0.0
7.0,0.23,2.1,1.1,0.062,135.0,100.0,2.0,3.04,0.4,9.2,5,0.0
7.2,0.4,1.2,8.5,0.055,145.0,151.0,3.0,3.2,0.52,9.2,5,0.0
7.6,0.19,2.22,13.1,0.033,174.0,151.0,4.0,3.18,0.79,10.4,6,0.0
6.0,0.28,1.62,4.1,0.046,166.0,147.0,1.0,3.27,0.56,11.6,6,0.0
6.2,0.32,2.7,2.9,0.029,155.0,94.0,1.0,3.25,0.6,12.4,6,0.0
7.6,0.19,2.22,13.1,0.033,170.0,151.0,4.0,3.18,0.79,10.4,6,0.0
6.4,0.26,1.3,1.1,0.052,116.0,176.0,2.0,3.09,0.54,9.3,5,0.0
5.9,0.25,1.62,1.5,0.029,153.0,81.0,1.0,3.2,0.46,12.2,6,0.0
6.1,0.28,1.8,7.75,0.031,155.0,139.0,2.0,3.22,0.46,11.0,6,0.0
6.9,0.19,1.9,1.15,0.023,130.0,105.0,1.0,3.11,0.38,11.4,5,0.0
6.4,0.29,2.85,1.0,0.06,113.0,120.0,2.0,3.06,0.41,9.5,5,0.0
6.8,0.27,1.1,17.8,0.034,116.0,116.0,4.0,3.07,0.53,9.2,5,0.0
7.5,0.26,2.28,5.7,0.021,147.0,125.0,2.0,3.13,0.62,11.1,6,0.0
6.8,0.27,1.1,17.8,0.034,116.0,116.0,4.0,3.07,0.53,9.2,5,0.0
6.4,0.2,1.32,7.4,0.032,177.0,172.0,2.0,3.24,0.58,11.0,6,0.0
7.3,0.33,1.1,1.4,0.041,140.0,177.0,2.0,3.14,0.48,9.9,5,0.0
7.3,0.34,1.1,1.4,0.044,139.0,176.0,2.0,3.14,0.46,9.9,5,0.0
6.4,0.29,2.85,1.0,0.06,113.0,120.0,2.0,3.06,0.41,9.5,5,0.0
6.3,0.24,1.45,1.6,0.052,148.0,185.0,2.0,3.21,0.5,9.4,5,0.0
6.2,0.24,1.1,7.9,0.053,145.0,149.0,3.0,3.23,0.52,9.3,5,0.0
7.4,0.16,1.89,15.5,0.05,163.0,135.0,4.0,2.9,0.43,8.7,7,0.0
7.4,0.16,1.89,15.5,0.05,169.0,135.0,4.0,2.9,0.43,8.7,7,0.0
7.4,0.16,1.89,15.5,0.05,165.0,135.0,4.0,2.9,0.43,8.7,7,0.0
7.4,0.16,1.89,15.5,0.05,163.0,135.0,4.0,2.9,0.43,8.7,7,0.0
7.2,0.17,1.96,17.55,0.05,169.0,154.0,4.0,2.94,0.43,9.0,7,0.0
6.9,0.19,2.1,13.5,0.038,165.0,118.0,3.0,3.0,0.63,10.7,6,0.0
6.9,0.19,2.1,13.5,0.038,173.0,118.0,3.0,3.0,0.63,10.7,6,0.0
6.8,0.16,2.16,1.3,0.034,154.0,98.0,1.0,3.02,0.58,11.3,6,0.0
7.4,0.16,1.89,15.5,0.05,163.0,135.0,4.0,2.9,0.43,8.7,7,0.0
6.8,0.3,1.62,11.6,0.028,146.0,97.0,2.0,2.96,0.38,11.7,6,0.0
6.2,0.24,1.1,7.9,0.053,147.0,149.0,3.0,3.23,0.52,9.3,5,0.0
7.4,0.16,1.89,15.5,0.05,165.0,135.0,4.0,2.9,0.43,8.7,7,0.0
7.2,0.17,1.96,17.55,0.05,167.0,154.0,4.0,2.94,0.43,9.0,7,0.0
6.8,0.3,1.62,11.6,0.028,142.0,97.0,2.0,2.96,0.38,11.7,6,0.0
6.5,0.43,0.9,13.15,0.032,125.0,131.0,3.0,3.23,0.51,10.7,5,0.0
6.6,0.17,2.16,1.9,0.036,156.0,110.0,1.0,3.05,0.54,11.4,6,0.0
6.9,0.19,2.1,13.5,0.038,171.0,118.0,3.0,3.0,0.63,10.7,6,0.0
6.8,0.16,2.16,1.3,0.034,152.0,98.0,1.0,3.02,0.58,11.3,6,0.0
6.4,0.41,0.05,6.1,0.048,120.0,70.0,2.0,3.19,0.42,10.0,5,0.0
6.4,0.41,0.05,6.1,0.048,118.0,70.0,2.0,3.19,0.42,10.0,5,0.0
7.4,0.3391686330029889,1.92,1.9,0.036,147.0,119.0,1.0,3.15,0.49,11.2,6,0.0
6.1,0.17,1.05,1.9,0.09,144.0,130.0,2.0,3.07,0.41,9.7,5,0.0
5.5,0.28,1.05,1.6,0.032,125.0,85.0,1.0,3.42,0.42,12.5,5,0.0
7.1,0.44,1.62,8.4,0.057,180.0,160.0,2.0,3.16,0.36,11.8,6,0.0
6.9,0.38,1.4,8.3,0.062,120.0,166.0,3.0,3.16,0.72,10.6,5,0.0
7.1,0.44,1.62,8.4,0.057,176.0,160.0,2.0,3.16,0.36,11.8,6,0.0
6.2,0.24,1.68,12.2,0.049,176.0,133.0,3.0,3.19,0.37,10.7,6,0.0
6.1,0.28,1.35,8.0,0.048,143.0,162.0,3.0,3.21,0.51,9.9,5,0.0
7.6,0.26,1.92,1.3,0.048,141.0,76.0,1.0,2.96,0.46,12.0,6,0.0
7.5,0.16,2.66,12.7,0.043,216.5,163.0,4.0,3.15,0.82,10.4,7,0.0
6.5,0.36,0.8,1.3,0.054,113.0,107.0,2.0,3.19,0.39,8.5,5,0.0
6.6,0.35,0.76,10.5,0.06,99.0,82.0,3.0,3.13,0.38,9.9,4,0.0
5.7,0.25,1.56,12.5,0.049,170.5,120.0,3.0,3.08,0.45,9.4,6,0.0
7.4,0.37,1.3,9.6,0.05,135.0,134.0,3.0,3.13,0.46,10.4,5,0.0
5.7,0.25,1.26,1.5,0.044,141.0,108.0,1.0,3.3,0.59,11.0,6,0.0
5.8,0.23,1.26,1.5,0.044,141.0,110.0,1.0,3.3,0.57,11.0,6,0.0
5.4,0.265,1.68,7.8,0.052,153.0,91.0,2.0,3.19,0.38,10.4,6,0.0
5.7,0.25,1.62,10.8,0.05,178.0,116.0,3.0,3.1,0.5,9.8,6,0.0
5.7,0.25,1.56,12.5,0.049,172.5,106.0,3.0,3.08,0.45,9.4,6,0.0
5.9,0.23,1.68,8.6,0.046,153.0,142.0,2.0,3.23,0.53,10.6,6,0.0
6.2,0.3,1.6,1.2,0.052,132.0,185.0,2.0,3.28,0.44,10.1,5,0.0
7.4,0.26,1.74,3.7,0.048,134.0,73.0,1.0,3.06,0.45,11.4,6,0.0
7.0,0.2,2.4,1.1,0.058,152.0,115.61731664259348,2.0,3.03,0.38,9.2,6,0.0
6.5,0.21,2.52,1.1,0.059,155.0,101.0,2.0,3.12,0.38,9.7,6,0.0
7.3,0.25,1.62,3.8,0.047,132.0,79.0,1.0,3.07,0.46,11.3,6,0.0
6.8,0.27,1.44,4.6,0.098,154.0,127.0,2.0,3.15,0.49,9.6,6,0.0
6.7,0.24,1.8,10.2,0.07,166.0,179.0,3.0,2.86,0.46,8.9,6,0.0
6.4,0.14,1.68,7.9,0.057,135.0,82.0,2.0,3.26,0.36,10.0,6,0.0
6.4,0.5,1.2,2.4,0.059,135.0,112.0,2.0,3.18,0.4,9.2,6,0.0
6.6,0.41,1.62,10.7,0.11,140.0,103.0,3.0,3.08,0.41,9.0,6,0.0
6.4,0.25,1.96,4.9,0.03,175.0,98.0,1.0,3.09,0.58,12.8,7,0.0
6.6,0.41,1.62,10.7,0.11,142.0,103.0,3.0,3.08,0.41,9.0,6,0.0
8.0,0.25,1.75,1.1,0.054,107.0,136.0,2.0,3.08,0.55,9.5,5,0.0
6.4,0.14,1.68,7.9,0.057,137.0,82.0,2.0,3.26,0.36,10.0,6,0.0
6.6,0.21,1.7,5.6,0.046,130.0,140.0,2.0,3.22,0.38,11.0,5,0.0
6.4,0.5,1.2,2.4,0.059,135.0,112.0,2.0,3.18,0.4,9.2,6,0.0
6.3,0.29,1.38,14.2,0.037,144.0,99.0,3.0,3.08,0.38,10.6,6,0.0
6.9,0.37,1.15,9.5,0.057,152.0,166.0,3.0,3.23,0.42,10.0,5,0.0
6.9,0.37,1.15,9.5,0.057,150.0,166.0,3.0,3.23,0.42,10.0,5,0.0
5.7,0.31,1.96,4.1,0.03,162.0,86.0,1.0,3.31,0.38,11.7,7,0.0
6.9,0.45,1.89,4.7,0.035,155.0,80.0,1.0,3.12,0.36,12.5,7,0.0
6.9,0.3,3.15,1.4,0.039,174.0,122.0,1.0,3.07,0.47,11.1,7,0.0
5.3,0.23,2.8,0.9,0.041,146.0,141.0,1.0,3.16,0.62,9.7,5,0.0
6.8,0.3,1.56,20.3,0.037,165.0,150.0,4.0,3.04,0.38,12.3,6,0.0
6.7,0.28,2.52,3.5,0.035,159.0,105.0,1.0,3.18,0.38,12.2,6,0.0
5.0,0.255,1.32,2.7,0.043,172.0,153.0,2.0,3.75,0.76,11.3,6,0.0
7.6,0.4,1.35,1.2,0.053,125.0,193.0,1.0,3.22,0.38,11.6,5,0.0
5.5,0.21,1.5,1.2,0.04,136.0,75.0,1.0,3.31,0.56,11.3,6,0.0
6.0,0.2,1.5,2.0,0.041,152.0,95.0,1.0,3.27,0.56,11.1,6,0.0
6.1,0.17,1.74,1.1,0.041,154.0,92.0,1.0,3.26,0.57,11.2,6,0.0
7.5,0.21,1.74,1.5,0.046,157.0,107.0,1.0,3.15,0.45,11.3,6,0.0
7.3,0.26,1.92,1.2,0.041,153.0,94.0,1.0,3.07,0.45,12.0,6,0.0
6.2,0.35,1.2,18.1,0.069,155.0,158.0,4.0,3.15,0.5,8.8,6,0.0
6.2,0.35,1.2,18.1,0.069,153.0,158.0,4.0,3.15,0.5,8.8,6,0.0
6.5,0.4,2.17,3.5,0.046,164.0,147.0,1.0,3.2353386767248153,0.31,12.0,7,0.0
7.4,0.28,2.5,12.1,0.049,150.0,122.0,4.0,3.01,0.44,9.0,5,0.0
6.3,0.23,1.32,17.45,0.054,162.0,151.0,4.0,3.12,0.6,9.3,6,0.0
6.2,0.34,1.5,12.1,0.059,149.0,115.61731664259348,4.0,3.14,0.56,8.7,6,0.0
6.6,0.44,1.92,3.0,0.095,133.0,75.0,1.0,3.1,0.63,12.8,6,0.0
6.0,0.13,2.52,1.6,0.052,159.0,72.0,1.0,3.1,0.5,11.5,7,0.0
6.3,0.17,1.15,5.7,0.048,148.0,147.0,2.0,3.08,0.54,10.0,5,0.0
6.3,0.18,1.1,5.6,0.047,149.0,147.0,2.0,3.09,0.54,10.0,5,0.0
6.7,0.3391686330029889,1.7,6.8,0.059,149.0,215.0,3.0,3.33,0.56,10.3,5,0.0
6.6,0.33,1.6,15.6,0.054,162.0,227.0,4.0,3.25,0.56,10.4,5,0.0
6.3,0.34,2.17,6.0,0.02,156.0,68.0,1.0,3.22,0.29,13.4,7,0.0
6.8,0.29,1.92,1.8,0.032,140.0,130.0,1.0,3.05,0.62,11.2,6,0.0
7.4,0.31,1.3,8.6,0.048,149.0,206.0,3.0,3.26,0.36,9.1,5,0.0
7.4,0.31,1.3,8.6,0.048,149.0,206.0,3.0,3.26,0.36,9.1,5,0.0
5.7,0.25,1.62,11.5,0.04,140.0,120.0,2.0,3.33,0.31,10.8,6,0.0
6.8,0.27,1.68,7.8,0.038,146.0,89.0,1.0,3.24,0.34,12.5,6,0.0
5.9,0.26,1.2,2.4,0.046,125.0,132.0,2.0,3.63,0.73,11.3,5,0.0
5.9,0.65,1.38,5.0,0.035,146.0,128.0,1.0,3.46,0.48,12.8,6,0.0
7.4,0.31,1.3,8.6,0.048,141.0,206.0,3.0,3.26,0.36,9.1,5,0.0
6.6,0.23,1.92,1.5,0.041,128.0,72.0,1.0,3.22,0.39,12.7,6,0.0
6.8,0.18,2.45,5.4,0.054,193.0,115.61731664259348,2.0,3.1,0.54,11.0,7,0.0
6.8,0.28,1.74,11.9,0.052,171.0,149.0,3.0,3.02,0.58,10.4,6,0.0
6.8,0.28,1.74,11.9,0.052,175.0,149.0,3.0,3.02,0.58,10.4,6,0.0
5.9,0.27,1.62,9.0,0.051,157.0,136.0,2.0,3.25,0.53,10.7,6,0.0
6.1,0.25,1.68,10.0,0.055,182.0,131.0,2.0,3.22,0.35,10.9,6,0.0
6.8,0.28,1.74,11.9,0.052,169.0,149.0,3.0,3.02,0.58,10.4,6,0.0
6.8,0.26,1.74,11.9,0.052,172.0,160.0,3.0,3.03,0.58,10.4,6,0.0
7.1,0.13,2.03,15.5,0.064,198.0,115.5,4.0,3.16,0.41,9.7,7,0.0
6.8,0.18,2.45,5.4,0.054,191.0,143.0,2.0,3.1,0.54,11.0,7,0.0
6.2,0.2,1.5,15.0,0.055,130.0,120.0,4.0,3.19,0.53,9.6,6,0.0
5.8,0.24,1.96,1.4,0.038,182.0,76.0,1.0,3.1,0.29,13.9,7,0.0
7.6,0.48,1.55,9.4,0.046,108.0,194.0,4.0,3.07,0.61,9.4,5,0.0
7.4,0.26,1.92,3.7,0.032,151.0,193.0,1.0,3.1,0.67,12.5,6,0.0
6.2,0.2,1.5,15.0,0.055,132.0,120.0,4.0,3.19,0.53,9.6,6,0.0
6.1,0.3,2.35,1.4,0.049,148.0,187.0,2.0,3.19,0.45,9.5,5,0.0
6.2,0.32,2.5,6.5,0.048,163.0,186.0,2.0,3.19,0.45,9.6,5,0.0
6.1,0.3,2.35,1.4,0.049,150.0,187.0,2.0,3.19,0.45,9.5,5,0.0
6.3,0.34,2.6,6.3,0.047,163.0,115.61731664259348,2.0,3.18,0.44,9.6,5,0.0
7.4,0.16,2.1,13.7,0.056,179.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.4,0.16,2.1,13.7,0.056,173.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.4,0.16,2.1,13.7,0.056,165.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.4,0.16,2.1,13.7,0.056,171.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.4,0.16,2.1,13.7,0.056,173.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.4,0.16,2.1,13.7,0.056,173.0,168.0,4.0,2.9,0.44,8.7,7,0.0
7.2,0.26,1.9,1.5,0.061,110.0,120.0,1.0,3.18,0.46,10.4,5,0.0
7.0,0.31,1.75,1.6,0.063,115.0,119.0,1.0,3.22,0.5,10.7,5,0.0
6.6,0.22,2.45,1.4,0.05,163.0,83.0,1.0,3.17,0.48,12.0,7,0.0
5.8,0.23,2.17,3.5,0.044,177.0,158.0,1.0,3.19,0.37,12.1,7,0.0
6.0,0.19,1.56,1.4,0.039,152.0,104.0,1.0,3.32,0.41,12.4,6,0.0
6.7,0.21,2.38,1.5,0.035,183.0,123.0,1.0,3.24,0.36,12.6,7,0.0
7.4,0.16,2.1,13.7,0.056,169.0,168.0,4.0,2.9,0.44,8.7,7,0.0
6.6,0.22,1.85,1.6,0.04,133.0,101.0,1.0,3.15,0.66,12.0,5,0.0
6.8,0.34,1.62,5.2,0.06,132.0,169.0,2.0,3.27,0.57,11.6,6,0.0
7.1,0.34,4.3,1.4,0.174,138.0,99.0,2.0,2.92,0.5,9.3,5,0.0
6.3,0.24,1.32,11.9,0.05,181.0,179.0,3.0,3.06,0.58,9.3,6,0.0
6.9,0.35,2.73,2.4,0.048,163.0,157.0,1.0,3.2,0.54,11.1,7,0.0
6.8,0.24,1.98,3.2,0.049,194.0,161.0,2.0,3.1,0.69,10.2,6,0.0
6.4,0.25,1.98,1.7,0.037,153.0,113.0,1.0,3.23,0.66,10.6,6,0.0
5.8,0.19,2.31,4.2,0.038,187.0,133.0,1.0,3.16,0.42,11.3,7,0.0
6.9,0.24,2.0,15.4,0.052,181.0,198.0,4.0,3.2,0.69,9.4,5,0.0
6.5,0.31,3.66,13.0,0.053,147.0,123.0,4.0,3.09,0.5,9.3,6,0.0
6.6,0.25,1.92,5.6,0.039,137.0,68.0,1.0,2.96,0.52,11.1,6,0.0
7.5,0.38,3.36,9.7,0.055,137.0,170.0,3.0,3.13,0.65,9.9,6,0.0
6.2,0.3,2.1,2.5,0.041,173.0,82.0,1.0,3.31,0.61,11.8,7,0.0
6.4,0.33,1.96,4.0,0.04,162.0,81.0,1.0,3.26,0.64,12.6,7,0.0
6.9,0.24,2.0,15.4,0.052,181.0,198.0,4.0,3.2,0.69,9.4,5,0.0
7.6,0.27,1.6,1.2,0.043,123.0,72.0,2.0,3.06,0.68,10.5,5,0.0
5.9,0.24,2.04,2.0,0.037,162.0,108.0,1.0,3.19,0.5,12.3,6,0.0
5.3,0.33,1.8,1.2,0.048,143.0,119.0,1.0,3.32,0.62,11.3,6,0.0
6.4,0.21,1.05,5.1,0.097,123.0,105.0,2.0,3.07,0.46,9.6,5,0.0
7.0,0.22,1.8,1.4,0.04,136.0,63.0,1.0,3.2,0.33,12.0,6,0.0
6.7,0.2,1.44,6.5,0.044,152.0,100.0,2.0,3.12,0.33,10.2,6,0.0
8.1,0.27,1.98,1.3,0.045,144.0,100.0,1.0,2.98,0.44,12.4,6,0.0
6.7,0.2,1.44,6.5,0.044,146.0,100.0,2.0,3.12,0.33,10.2,6,0.0
5.8,0.22,1.74,1.3,0.036,145.0,68.0,1.0,3.24,0.35,12.6,6,0.0
6.3,0.3,2.4,7.4,0.053,136.0,149.0,2.0,3.18,0.53,9.8,5,0.0
